entity_id,quality,country,country_code,place,description
us-ofac.beb5efac68a829b3c180b9f041fd7d1f284afc6f,strong,,,"Perevalsk, Ukraine",
us-ofac.9bc82d4dd981862510611e8ef22a57cdb5dfba85,strong,,,"Simferopol, Crimea, Ukraine",
us-ofac.4d94a14b71337b8abac35e98542ac0a48b49234f,strong,,,"Donetsk, Ukraine",
us-ofac.b6517a742ad04b69d842a84bf43fa5830b4ee29a,strong,,,"Republic of Mordovia, Russia",
us-ofac.5dc93a390f6b9b138220ec1bc7c2e77d32801fff,strong,,,"Dishu District, Helmand Province, Afghanistan",
us-ofac.c21b5729cb7921a7558b9f492773d349a436100d,strong,,,"Bakal, Chelyabinsk, Russia",
us-ofac.16f24561b01defb67fd7d566129412587d811f17,strong,,,"Jwaya, Lebanon",
us-ofac.16f24561b01defb67fd7d566129412587d811f17,weak,,,Sierra Leone,
us-ofac.a66c41197542c4f18fda5b019c0e79f4a461f2e1,strong,,,Lebanon,
us-ofac.c1d87906ba3975f896349ea386a9d427de26799e,strong,,,"Caracas, Venezuela",
us-ofac.4df1b8cfe49a9848e14cdcac7abd3a0239406886,strong,,,Venezuela,
us-ofac.19d82d9c33eb3cf6765c680ef6e34b7ff204da3b,strong,,,"Piritu, Venezuela",
us-ofac.7f22faf1b092f1ac2ebae2edd3f3e6f759d3c6aa,strong,,,Venezuela,
us-ofac.038572ed450ac4a9a6344fcd4df8e4acf6d1ace8,strong,,,Venezuela,
us-ofac.db55afed706d0c7b055446537066d636e01364ef,strong,,,"Caracas, Venezuela",
us-ofac.5c2e6568cc19e657fb8822d74276ce2c64ad8f30,strong,,,Venezuela,
us-ofac.f6bbbd29a7163984410db371ac89d3724ad8ce57,strong,,,"Distrito Federal, Mexico",
us-ofac.8b85a5d2572196b53703d25204b8e5a009a6dc4f,strong,,,"Aguililla, Michoacan de Ocampo, Mexico",
us-ofac.feaa3fd5ab4ea85f974786901b8f636680849092,strong,,,"Teletl County, Shamil District, Dagestan Republic",
us-ofac.74f77678189874f2dfa07c054730ef1f505c8f2b,strong,,,"Matamoros, Tamaulipas, Mexico",
us-ofac.a0a346e3c9953d9c220aae5d72d1861213d008de,strong,,,"Matamoros, Tamaulipas, Mexico",
us-ofac.f7329a8d287136d19c8d028441da5a3f76df757d,strong,,,"Monterrey, Nuevo Leon, Mexico",
us-ofac.ac87eb5f6e5bb654a4acf929c659313b82d5ec98,strong,,,"Matamoros, Tamaulipas, Mexico",
us-ofac.ddc2b270df12866ce1bad7299d9aa1e4fd6b88bc,strong,,,"Matamoros, Tamaulipas, Mexico",
us-ofac.ff7595d742e3bfd4f0c892c98c31dc3d85a513ac,strong,,,"Necocli, Antioquia, Colombia",
us-ofac.235b83223fff9abc5f3d69f861260d71c49754b4,strong,,,"Dahyan Governorate, Yemen",
us-ofac.3c41b29778ab9583a16ae2f1d621843f3d90f15f,strong,,,"Sana'a, Yemen",
us-ofac.7db3273032f420954595759e24a71d51d9b16803,strong,,,"San Salvador, El Salvador",
us-ofac.8b7112f99a680938179bdb4c6568ea101bc4350f,strong,,,El Salvador,
us-ofac.6418e59d418e01a33655e692cf58d3c3cd89ba74,strong,,,"San Salvador, El Salvador",
us-ofac.736f4a9bf0ce7b2a7bd6578e515982823ef28816,strong,,,"Tunis, Tunisia",
us-ofac.e0e0be3b72a63bdf9efe58b36193d0d11a1ff4d9,strong,,,"Xarardheere, Somalia",
us-ofac.ab53f3c6e991f0607de96e5c3b7c8301baf16e79,strong,,,Somalia,
us-ofac.126ac8d52b176024f40b593584348fcec5f79051,strong,,,"Edessa, Pella, Greece",
us-ofac.27b58ad0b30596f63562edcec18cf076e4e82c76,strong,,,"Ikaria, Greece",
us-ofac.11c6232fdcf4da1fe0b9d9147d51a995db5b53db,strong,,,Lebanon,
us-ofac.74c0e915d878988afa1c944268b32dab0dfa0158,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.220df56a3f0cdac9f99dd94d7824a73ad22fdfb6,strong,,,"Tamazula, Durango, Mexico",
us-ofac.54719ef00d171362d232e37b9bfaaa46865e90b0,strong,,,"Ahome, Sinaloa, Mexico",
us-ofac.f2b795bf8069f8adeaf2ec5be00b3142cca833bc,strong,,,"Ahome, Sinaloa, Mexico",
us-ofac.c2f187b5dd84c191a85fdad3940ee5660e86686a,strong,,,"Ahome, Sinaloa, Mexico",
us-ofac.934a63f5a2b2a1c484e9b0b7ec63f7457ce45ff5,strong,,,"Tepatitlan de Morelos, Jalisco, Mexico",
us-ofac.4de9907b9af7f9d958175fef174a5258c1d5092c,strong,,,"Guadalajara, Jalisco, Mexico",
us-ofac.ef8038326743e6be1495c408107196ab90fac198,strong,,,"Kfartebnit 50, Lebanon",
us-ofac.ef8038326743e6be1495c408107196ab90fac198,weak,,,"Kfar Tibnit, Lebanon",
us-ofac.ef8038326743e6be1495c408107196ab90fac198,weak,,,"Ghobeiry, Lebanon",
us-ofac.ef8038326743e6be1495c408107196ab90fac198,weak,,,"Al Ghubayrah, Lebanon",
us-ofac.5a53a863551bf2cb2b4250c15f3b15f4ecb4b7a3,strong,,,"Al-Khayam, Lebanon",
us-ofac.a57967a08996f8f086c1fe4aa6e44f733927c3b3,strong,,,"Lagos, Nigeria",
us-ofac.b05c9398b0c514a5a935996e61468d42619d96a8,strong,,,"Bor, South Sudan",
us-ofac.b05c9398b0c514a5a935996e61468d42619d96a8,weak,,,"Bor, Sudan",
us-ofac.dc950bed9ca0c6718f8f7ef7fca9c5bc354a66c6,strong,,,"Akobo, Jonglei State, South Sudan",
us-ofac.dc950bed9ca0c6718f8f7ef7fca9c5bc354a66c6,weak,,,"Akobo, Jonglei State, Sudan",
us-ofac.dc950bed9ca0c6718f8f7ef7fca9c5bc354a66c6,weak,,,"Uror County, Jonglei State, South Sudan",
us-ofac.dc950bed9ca0c6718f8f7ef7fca9c5bc354a66c6,weak,,,"Uror County, Jonglei State, Sudan",
us-ofac.35cb8f89b60ec62e470f8cad535524d3ffe59eb9,strong,,,"Bogota, Colombia",
us-ofac.d63767f2646a160f45c24422d32b0f581ee4eb60,strong,,,"Cali, Colombia",
us-ofac.2bc1ff6a4f484cb2a2260cd81836e09abe2650f0,strong,,,Russia,
us-ofac.a71b65709d3864ecad38fc3e6603a8fd5c914ff6,strong,,,"Izhevsk, Russia",
us-ofac.8829edf48b5dd5c0b6b32108711024e0cc176892,strong,,,"Moscow, Russia",
us-ofac.3981a2abc273cc93a6765b49494a652d3400277a,strong,,,"Bidnayil, Lebanon",
us-ofac.5c0605e6ce0f327f822a82bf71d12b1f555515b8,weak,,,"Beirut, Lebanon",
us-ofac.5c0605e6ce0f327f822a82bf71d12b1f555515b8,strong,,,"An Nabi Shit, Ba'labakk, Biqa' Valley, Lebanon",
us-ofac.d061f709da71adda03450f73332b4e1a92c049c7,strong,,,"El Paso, Cesar, Colombia",
us-ofac.ca1a610d5c00bfc8668112466906cea64f2f7628,strong,,,"Bogota, Colombia",
us-ofac.43c4dba204bbc931edaced0fa4e1ce02b56ac013,strong,,,"Toluca, Mexico, Mexico",
us-ofac.df73706802dac4cdbe66a02290d5291f027a098c,strong,,,Central African Republic,
us-ofac.02dc8f445a0abcc0e4e776aa10ae4c5d474ed504,strong,,,"Tullus, Southern Darfur, Sudan",
us-ofac.0c2ef3a66401462be52097e15cfa2845652c8260,strong,,,"Annaba, Algeria",
us-ofac.fbb82131fdacd70b02552cdba1c7b2df80acefcd,strong,,,"Khan Younis, Gaza",
us-ofac.dc529f60f394adab4e3d7335178b749a86466eda,strong,,,"Ramallah, West Bank",
us-ofac.357d5544ff725e60e31372170a64a7201246c24b,strong,,,"Taif, Saudi Arabia",
us-ofac.ad3657c2cd92751bac3617a77909031024275ffa,strong,,,"Malualkon, Sudan",
us-ofac.ad3657c2cd92751bac3617a77909031024275ffa,weak,,,"Malualkon, South Sudan",
us-ofac.ad3657c2cd92751bac3617a77909031024275ffa,weak,,,"Warawar, Sudan",
us-ofac.ad3657c2cd92751bac3617a77909031024275ffa,weak,,,"Warawar, South Sudan",
us-ofac.15ca1794004ac437f86fb29a2bb8ade4801478de,strong,,,"Bello, Antioquia, Colombia",
us-ofac.c53b0f404521356e1d22f1b2072e9b92784e5236,strong,,,"Medellin, Antioquia, Colombia",
us-ofac.0a3b565b270212d59d7c90f60218dadf7dff5219,strong,,,"al-Qasim, Saudi Arabia",
us-ofac.a6b1aef4c7b506634ab8473c21cf362ebdf7f117,strong,,,"Jeddah, Saudi Arabia",
us-ofac.c2ec199a48ca595527c0b1f3147ec199d00095c9,strong,,,"Sahl village, Raqqa province, Syria",
us-ofac.e9250454ac8f3e6d9406ddec5adc0b48cabbe4d2,strong,,,"Hrncici, Bratunac, Bosnia and Herzegovina",
us-ofac.463ac53dbffddf17503216ad92e123719465103e,strong,,,"Al-Sharqat, Salah ad-Din Province, Iraq",
us-ofac.463ac53dbffddf17503216ad92e123719465103e,weak,,,"Mosul, Iraq",
us-ofac.c03a0dd2cb3413a289fd881431d024d6c45c0fd0,strong,,,Iraq,
us-ofac.10301a979dedac503c26f8e13976d993d5ea5335,strong,,,"San Pedro Sula, Cortes, Honduras",
us-ofac.3bdc8aa62b3d455fa2d66a165f8aeb7fe69a98c9,strong,,,Honduras,
us-ofac.4075a407f8579f20a867fa683de97b8c8ef14cd0,strong,,,Honduras,
us-ofac.f0a2b5e3e4396c612fac6fac39a696b95fd4908d,strong,,,"Darna, Libya",
us-ofac.d8cac2cb0bb87b2ead950fdccf5bf39e0b1913dc,strong,,,"Maiduguri, Nigeria",
us-ofac.34edec8da2dec029d43bc5b70eab368a19a7b7ab,strong,,,"Ben Guerdane, Tunisia",
us-ofac.a6f2e64397d34651b5e282396f8811327894c1d3,strong,,,"San Rafael, Antioquia, Colombia",
us-ofac.e48a1a0c9c46c1e051a16c11fb4ee8e42edb24b6,strong,,,"Mamondzowi Village, Orakzai Agency, Pakistan",
us-ofac.05bde87b491b66280932533ab1f3d6cf1486fab6,strong,,,"Jakarta, Indonesia",
us-ofac.d48170d0a30f91ed81ffedf0dc5257e64c880f73,strong,,,"Demak, Indonesia",
us-ofac.0c621a102438f4bc5151a60de42e9e5eef832eee,strong,,,"Glasgow, United Kingdom",
us-ofac.1f471029e073ed8dced3b8c3c5150e67c00714a8,strong,,,"Greenwich, England",
us-ofac.8763154ed647c56eed4c92a0adc0afdc6a2984a2,strong,,,"Ploemeur, France",
us-ofac.53c7a2d748fd0b30ac0511a332221625d114182c,strong,,,"Varzob, Tajikistan",
us-ofac.c7a996a556279d9848d0cbbdf94dcad9379e7fc1,strong,,,"Paris, France",
us-ofac.2fcd2a4a58b398e7d2e8b3fa6491eefe04d6c48a,strong,,,"Normandy, France",
us-ofac.f07ac779dfc1e9ee50891216e7ad3b8def3172d7,strong,,,"Kalmykia, Russia",
us-ofac.fcc5a7361226e70471cb7c7086ea8a1e67804408,strong,,,"Itum-Kale District, Chechen Ingush",
us-ofac.fcc5a7361226e70471cb7c7086ea8a1e67804408,weak,,,"Chechen Republic, Russia",
us-ofac.71746ac3c23a37684ac7c481a0888b9c16f6bde8,strong,,,"Astrakhan, Russia",
us-ofac.44adcc7ac413fb74ffa9f67ecce22e4d0861f304,strong,,,"Cardiff, United Kingdom",
us-ofac.0321f265ef781039a0184a7cee068b09517241d3,strong,,,Turkey,
us-ofac.8aea483cc22253e22cd705992f03075b53dcc8f7,strong,,,"Vedeno Village, Vedenskiy District, the Republic of Chechnya, Russia",
us-ofac.fedf82bde4674edd5149ba12a65fab9948c7babb,strong,,,"Chegem/Kabardino-Balkaria, Russia",
us-ofac.da2ee8ace6a07265b3724042044f6cce327c179a,strong,,,"Stavropol Region, Russia",
us-ofac.07d3b75e615f50f345d2eebc35b734dd65505ee8,strong,,,"Jiangsu, China",
us-ofac.2c60c54b0e0cd57e80d86b05dbbc2f7253e5d2b6,strong,,,"Kandahar Province, Afghanistan",
us-ofac.2c60c54b0e0cd57e80d86b05dbbc2f7253e5d2b6,weak,,,"Pishin, Balochistan Province, Pakistan",
us-ofac.8f45324c7fd61e5393b348212437a32ace023de8,strong,,,"Beirut, Lebanon",
us-ofac.86bf0e49dfd5166e6b9f0e05adff11ef12856a3e,strong,,,"Kafr Kila, Lebanon",
us-ofac.4f1af91fb600e73afdd5e4dd5dce870fccaaa704,strong,,,"Barranquilla, Colombia",
us-ofac.7db83fef2350b4f8f57d16835c4d32eb49f48a70,strong,,,"Kamed El Louz, Lebanon",
us-ofac.1ce4315eaf4bc8a9df1b542db4d57485a4d3a3cc,strong,,,Colombia,
us-ofac.cbb098fe8c4b74584de9158b89ac8e71bf3a905d,strong,,,Colombia,
us-ofac.05478c96292aea7135634fb59d64fc68ba587530,strong,,,"Choix, Sinaloa, Mexico",
us-ofac.aa7641c7ef58091f62b8ce91b5cc3e6ca4f78d82,strong,,,"Guasave, Sinaloa, Mexico",
us-ofac.6904120e287f63207df35edc4161d6d5a402d8d5,strong,,,"Guasave, Sinaloa, Mexico",
us-ofac.f060d8f38d553c19a654c36158447ed3c8649308,strong,,,"Guasave, Sinaloa, Mexico",
us-ofac.16617d09f34460ef73910ae6c33cbac10deb048e,strong,,,"Khadzhalmahi Village, Levashinskiy District, Republic of Dagestan, Russia",
us-ofac.399b273f480b0277bdeb7f0eb528358ec0ef73db,strong,,,"Sinaloa, Sinaloa, Mexico",
us-ofac.b4e96e80e7907183d967fbc0a38cb5e9d6639fdf,strong,,,"Sinaloa, Sinaloa, Mexico",
us-ofac.4b382db114d2d03dee9bb493bfacbf0a03ef4a80,strong,,,"Guasave, Sinaloa, Mexico",
us-ofac.d655b4d63ef6a9bbe8235c7f39e09ef61903a691,strong,,,"Bello, Antioquia, Colombia",
us-ofac.ea1682c4478b57a83dda5c08be61394529898297,strong,,,"Cali, Valle, Colombia",
us-ofac.6b780b5441fded0fb488e83f1e2d0aa9d0bbae51,strong,,,"Cali, Valle, Colombia",
us-ofac.806f0049e3133c94c23cba8645b7e5fc418efc91,strong,,,"Medellin, Antioquia, Colombia",
us-ofac.07241e5b0c6f2eac3a049618b7e55bd6b39327c2,strong,,,"Medellin, Antioquia, Colombia",
us-ofac.6d8457e785f4c2cc601d8af07174fcd36cfc2910,strong,,,"Medellin, Antioquia, Colombia",
us-ofac.9f2f7055a4af521e002e9a8c22edf3be1c5326ac,strong,,,"Envigado, Antioquia, Colombia",
us-ofac.a31a077e2d06fc621fee7de62b69703aa1aa2884,strong,,,"Medellin, Antioquia, Colombia",
us-ofac.6fbe3ff8917193ac99f2d0eab06438cad98fcd82,strong,,,"Khoms, Syria",
us-ofac.62d21905454cd6df7b53912166cc14121ae17bd0,strong,,,"Elista, Republic of Kalmykia, Russia",
us-ofac.9b28d60e1baa1aaed9ff520f226f308b308f4ad2,strong,,,Cyprus,
us-ofac.cf39e0bf5fa3d1a21d134cd9a6e3289358ca3956,strong,,,"Yabrud, Syria",
us-ofac.28a6d84ec4c5836b966c8157bcdf5aa36c8fa88e,strong,,,"Kiganda, Burundi",
us-ofac.b8ec4b774b8053126e70dcc71ec3baa303a8fdde,strong,,,"Bujumbura, Burundi",
us-ofac.b9a75896915bb37ae3d7818024927de86064d550,strong,,,"Bujumbura, Burundi",
us-ofac.7e165b4f8e5a5c99ffd57e0e81ba6c08db14c093,strong,,,"Sevastopol, Ukraine",
us-ofac.594995c06ed34e5a1e6adf7eb46f378a44746a69,strong,,,"Bossangoa, Central African Republic",
us-ofac.a1937dd2cd6df64fb1eb13b822ec320410490e43,strong,,,Colombia,
us-ofac.7d405b224c7b92839a2d94e185ac9ffd9bbc473c,strong,,,"San Miguel Totolapan, Guerrero, Mexico",
us-ofac.39c0dce362bd90bb18192b0d7e0cddbdc192856c,strong,,,"Acapulco de Juarez, Guerrero, Mexico",
us-ofac.74c9f18d6014339c7bfe8e1db962f83f3de1ac84,strong,,,"General Heliodoro Castillo, Guerrero, Mexico",
us-ofac.5f020a64f17c71c04160ab17e613140b02dea6d0,strong,,,"Acapulco de Juarez, Guerrero, Mexico",
us-ofac.783ecc09aa7b24a70277f9f1df852947c4b715fd,strong,,,"Poza Rica de Hidalgo, Veracruz, Mexico",
us-ofac.80e0497afcd782f2a152b54f6f420feee4f6c3a2,strong,,,"Baja California, Mexico",
us-ofac.11d91d63d22e5f01d72a6e097e1a7550e972bfa0,strong,,,"Tlapehuala, Guerrero, Mexico",
us-ofac.69201152f1f664ab0b0a5699d522ccf3fd524298,strong,,,"Kanyosha Commune, Mubimbi, Bujumbura-Rural Province, Burundi",
us-ofac.0ddf777298688398381571a93ab4cd2b8c4efb3f,strong,,,"Kamenge, Bujumbura, Burundi",
us-ofac.dd5b9c1e0922e19dd57b86d87b7a42229039eeb9,strong,,,"Mexico City, D.F., Mexico",
us-ofac.dd5b9c1e0922e19dd57b86d87b7a42229039eeb9,weak,,,"Ixtlahuatenco Pedro Ascencio Alquisiras, Guerrero, Mexico",
us-ofac.e20f0627149ec62a076caa39ed5ae090bba9ffad,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.efd3a9ae3b244a4770d7655e18dfe4e88c30253a,strong,,,"Mexico City, D.F., Mexico",
us-ofac.6c4aa62f60bb934712748be22f348325e8170479,strong,,,"Mexico City, D.F., Mexico",
us-ofac.5dffea1df3e2ef13f9769a26ff673bb02425f233,strong,,,"Anhui, China",
us-ofac.cf8aae59f4647d587bb9dc41827fb0535c2d8052,strong,,,"Sidon, Lebanon",
us-ofac.99d9606ada50f553dae0cda3a5f3682d41119d39,strong,,,Saudi Arabia,
us-ofac.356f6691ad89ac1cdf4cc0de814ca4a7a72cfb9b,strong,,,"Beirut, Lebanon",
us-ofac.b13eedd44934cd0e62e3d1f06035ebd8570b5b75,strong,,,"Zanzibar, Tanzania",
us-ofac.b13eedd44934cd0e62e3d1f06035ebd8570b5b75,weak,,,"Dar es Salaam, Tanzania",
us-ofac.79fe398670d59753f581792308cfbd46bb444e26,strong,,,"Al-Nusayirat refugee camp, Gaza",
us-ofac.ec3c4a5e2543866346c47b7cbfdb631a6ea9ee65,strong,,,"Al Muharraq, Bahrain",
us-ofac.d5aa383e89b0ef6a1df5d4e1b5017149def62612,strong,,,"South Pyo'ngan Province, Pyo'ngso'ng",
us-ofac.abb4d2de1da6198c0c87b693e718aff8d75a2d99,strong,,,"Matachi, Chihuahua, Mexico",
us-ofac.09a225a90ef4875dfcc86f2687c3eb47040a0afb,strong,,,"Sinaloa, Sinaloa, Mexico",
us-ofac.6fc896ed5893c554a46973603b17d1743b38cbf5,strong,,,"Sinaloa, Sinaloa, Mexico",
us-ofac.a2e414104bd532e74176a699838c828afc37fdda,strong,,,Afghanistan,
us-ofac.6a6518cdcb028bfb10839ab056640958a30c3793,strong,,,Afghanistan,
us-ofac.30c83f8a6f3643a42f83085365831f958f197bdb,strong,,,"Tentena, Indonesia",
us-ofac.120c8f91eb8526e4fe7021b821addeae9299c96c,strong,,,"Sialkot, Pakistan",
us-ofac.7fc21be7d64eaeaab2c3b0eca4443be378a7ece7,strong,,,"Du Ab, Nuristan Province, Afghanistan",
us-ofac.7fc21be7d64eaeaab2c3b0eca4443be378a7ece7,weak,,,"Parun, Nuristan Province, Afghanistan",
us-ofac.756768ace7c12bd3b8caec74f5985118ed0090b3,strong,,,"Borehamwood, Hertfordshire, England, United Kingdom",
us-ofac.756768ace7c12bd3b8caec74f5985118ed0090b3,weak,,,"Dundee, Scotland, United Kingdom",
us-ofac.6944ea480b22719b796c1cd6647766d41f72eba7,strong,,,"Bahawalnagar, Pakistan",
us-ofac.6944ea480b22719b796c1cd6647766d41f72eba7,weak,,,"Lahore, Punjab Province, Pakistan",
us-ofac.3053f20e79dc0018fa1afd14a35dec30b1a55ea8,strong,,,"Brussels, Belgium",
us-ofac.6c18bc3338d45b5fcdbd616d29e21e79feb919d7,strong,,,"Misurata, Libya",
us-ofac.088ff1a2db831c4f5d1a9dcf91ea1c16967a159a,strong,,,"Musan, North Hamgyo'ng Province, North Korea",
us-ofac.c687a6a2cdc614da51b50b882783dd687f375199,strong,,,"North Hamgyo'ng Province, North Korea",
us-ofac.b53de752f12224e3635f661d797db7205c7c8574,strong,,,Kuwait,
us-ofac.67ea00811ab7a1a3c5ad64becfcc1189fed73c28,strong,,,"Cap Djinet, Algeria",
us-ofac.55f33b7b804a253b592206f4af7e80a4ff99e7fb,strong,,,Kuwait,
us-ofac.93049dc778ef6d7bd54c01aadb29670a46582281,strong,,,"Elgubba, Libya",
us-ofac.28b61eb692cec307fca96bf9dec94ea9dc287d47,strong,,,"Raqqah Region, Marib Governorate, Yemen",
us-ofac.98b4a4f038dae91859ffab9a2dcb6418fdc26754,strong,,,"Port Said, Egypt",
us-ofac.b4d58d08e8cf79acacab0941b22b3333d5f6e5ba,strong,,,"Albaidah, Yemen",
us-ofac.22f5da5f18145a0170afa4c2b9af8b7b63603603,strong,,,"Bugeni Vyanda, Burundi",
us-ofac.abc13d96d29aebf3f72dbe7ba85954c3243af492,strong,,,"Buhina, Kanyosha, Bujumbura, Burundi",
us-ofac.55d6af40ebb9a69c8cd7bb2b8abf5a15eb7af95a,strong,,,"Manizales, Caldas, Colombia",
us-ofac.83b3601664bc25b83285c4abc6f72332e7cbfe90,strong,,,"Manizales, Caldas, Colombia",
us-ofac.8530cbbd1c5eeb95ec3b9b0b3a7b2189a36b7cb5,strong,,,"Aranzazu, Caldas, Colombia",
us-ofac.f49158c0151ec2380da4c766f286584c5bf543e0,strong,,,"Manizales, Caldas, Colombia",
us-ofac.1d1b9e75783adfb06a74f316118e2849584b7648,strong,,,"Manizales, Caldas, Colombia",
us-ofac.282bb74959d4d0091e6e99fce17a138196c3f380,strong,,,"Manizales, Caldas, Colombia",
us-ofac.6d679463da715a376548144404f11459ad20c437,strong,,,"Piura, Peru",
us-ofac.11ebf1e2cb47902f8d0f38a71a548c89e96e029e,strong,,,"Karachi, Pakistan",
us-ofac.4986d6b8f3d229ebecfb5e4ae0e41626d5a923b4,strong,,,"Kananga, Democratic Republic of the Congo",
us-ofac.cec08ba541d6f71880c53005726e84a4d076eae0,strong,,,"Aguililla, Michoacan de Ocampo, Mexico",
us-ofac.663466eb6a44decaaaf985ba5a3d414b71d4043e,strong,,,"Apatzingan, Michoacan de Ocampo, Mexico",
us-ofac.11dcdd0db854e87a42678b8ac223e8f02ab8a0cc,strong,,,"Aguililla, Michoacan de Ocampo, Mexico",
us-ofac.95d37de85a4573cb0013ccdc2e8bb150857e0160,strong,,,"Aguililla, Michoacan de Ocampo, Mexico",
us-ofac.af657983db40938a89d33ac2c7864fe77c47ceae,strong,,,"Aguililla, Michoacan de Ocampo, Mexico",
us-ofac.bac003243d18c145e62c79de7aa593946b9d7959,strong,,,"Apatzingan, Michoacan de Ocampo, Mexico",
us-ofac.1b9af0b2b726470e34023a75bd170e14fa8f5f4e,strong,,,"Aguililla, Michoacan de Ocampo, Mexico",
us-ofac.7dcf8dc55eb0235be70a2886c880caefcc266763,strong,,,"Guadalajara, Jalisco, Mexico",
us-ofac.7450d44e56ad8121f477f6c6cea7c3900bb5da49,strong,,,"North P'yo'ngan Province, North Korea",
us-ofac.fcd1c999eab6f4fe887be00d05692e01e23cbc48,strong,,,"Guadalajara, Jalisco, Mexico",
us-ofac.080a8c313417fe0414fb7b6e97e9eae61911c7b1,strong,,,"Krasny Luch, Voroshilovgrad, Ukraine",
us-ofac.183ce3833db2c0ff58c200699b4635fa6151fa33,strong,,,"Luhansk, Ukraine",
us-ofac.d81712121c4f490ab982339d7d9cfd3064a6efe8,strong,,,"Donetsk, Ukraine",
us-ofac.2c18855bacb870f74231e9d0f36796377c7dc492,strong,,,"Lima, Peru",
us-ofac.e641f83d68a900f6e16e7a2c0ee09235e90fe2c5,strong,,,"Medellin, Antioquia, Colombia",
us-ofac.e20a39445be0968a2ec74fead613d3e12de1df04,strong,,,"Medellin, Antioquia, Colombia",
us-ofac.57ddc415d28815a60908adf76093c395b53d10a7,strong,,,"Medellin, Antioquia, Colombia",
us-ofac.74c6c7b4a9a8b88ac26c7a8caddbed8c91d31372,strong,,,"Medellin, Antioquia, Colombia",
us-ofac.8ff8d87551d4331b1f1dfe24514ced87372da331,strong,,,"Sambhal, Uttar Pradesh, India",
us-ofac.42b464cfa86557ce9bac2aff323e16a590e8be8b,strong,,,"Ain el-Karm, Syria",
us-ofac.407b5b2761108caac1826eefb90e07ec64912281,strong,,,"Aswan Governorate, Egypt",
us-ofac.88b9646dde0258b1383adbbef0ba46e96f74a17c,strong,,,Algeria,
us-ofac.22d8c4f199548cfbe60bf05039b61bb4799e307f,strong,,,Kuwait,
us-ofac.5d25df68d188a2e8524d5527f0f3aa4ae6222add,strong,,,"Kitaevka, Novoselitskiy Region, Stavropol Territory, the Russian Federation",
us-ofac.43b0b46d6711dededde479dcf41b5c068d382cbf,strong,,,"Naberezhnye Chelny, Republic of Tatarstan, Russia",
us-ofac.32babdc5482438fd90832a8ac8821226aca75f2d,strong,,,"Homs, Syria",
us-ofac.e84a2735b1db4ac6d308f7aa4f3989889628f90b,strong,,,"Damascus, Syria",
us-ofac.1a70440ee7f1d598ce1c9be9db900cf691cb0ec6,strong,,,"El Vigia, Merida, Venezuela",
us-ofac.bfaa48dc34808881aa7b9b168647d0ac348655e8,strong,,,Venezuela,
us-ofac.ec3e40e3c61832564f7940ceda8b0f0301bcfbe9,strong,,,"Dzhankoy, Ukraine",
us-ofac.62b0906c164327e71bc6dcad28e4990942c6b10b,strong,,,"Simferopol, Ukraine",
us-ofac.e57bdffe6aa522764233867ea34bff95b80f0563,strong,,,"Naidyonovka, Crimean Oblast, Ukraine",
us-ofac.d474c1ed3265bac9cb24ad09d5d44b53f63bc878,strong,,,"Moscow, Russia",
us-ofac.3e2029242751afc01d17449098238da30053d908,strong,,,"Petrovsky-Dobrinsky Region, Lipestkoy Oblast, Ukraine",
us-ofac.450b1aa355af5c44da153c3cf8276d12fdf87444,strong,,,"Nikopol, Dnepropetrovsk Oblast, Ukraine",
us-ofac.078f038edad8726ce7237e9c3a3070e1bf458994,strong,,,"Simferopol, Ukraine",
us-ofac.4d1765356a6fa03a796559cc9f293bcf59042266,strong,,,"Kochmes, Komi, Russia",
us-ofac.7bb4e1cd82bf124b7d9e4e5bb74d9eb2ec49959d,strong,,,"Kolwezi, Katanga Province, Democratic Republic of the Congo",
us-ofac.3fbac4ac3a7c59877f38f2f9503e23780f87bce5,strong,,,Somalia,
us-ofac.45b5068edc1ee8349d0af1320c43f0708793bde5,strong,,,"Dakar, Senegal",
us-ofac.6f0ee9c9218a9f329dbf1fd3d143d13c36965a05,strong,,,"Burj al-Burajne, Lebanon",
us-ofac.e3ba1c5a899560b6c7a6af5033096161b351cbaf,strong,,,"Haret Hreik, Lebanon",
us-ofac.8c649a50d193460105b06ab26cb329f87de58245,strong,,,"Marrakech, Morocco",
us-ofac.e380c52f66f7bd745965ca43612f3f8eea89bca2,strong,,,Lebanon,
us-ofac.b5a2375b4c9e86e07ab743d434b2e5d36282af1d,strong,,,Lebanon,
us-ofac.761c79ccbf9af35117b6680b6161e5535dc1bdec,strong,,,"Beirut, Lebanon",
us-ofac.edf87fef93ce02cb1ac00d09ee1a1998b5779533,strong,,,"Hadramawt Governorate, Yemen",
us-ofac.e39fbac0db7e6b15cb3e54d4c6dfbaf4abfb77bc,strong,,,"Shakhawi, Hadramawt Governorate, Yemen",
us-ofac.d25d32e24e810313df3522d87aba3cfbc6696fcb,strong,,,"Al Qasim, Saudi Arabia",
us-ofac.d9ba7051afa78d889667f42e0ea0c2460bf8bc20,strong,,,"Amman, Jordan",
us-ofac.a28ea4fd8cd4c3a5636e2ace440d1e6dae733abc,strong,,,"Skopje, Macedonia",
us-ofac.ae8ff9dce11f6eec21d7b433a76a671eb99dce62,strong,,,"Al-Tal, Syria",
